srcStateName,srcDistrictName,srcYear,Country,StateCode,StateName,YearCode,DistrictCode,Year,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Karnataka,KOLAR,2014-15,India,29,KARNATAKA,2014,542,"Agriculture Year (Jul - Jun), 2014",KOLAR,1536401,480073,1056328,776396,240965,535431,760005,239108,520897,333348,106290,227058,12095,386557,398651.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOLAR,2015-16,India,29,KARNATAKA,2015,542,"Agriculture Year (Jul - Jun), 2015",KOLAR,1536401,480073,1056328,776396,240965,535431,760005,239108,520897,333348,106290,227058,12095,386557,398651.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOLAR,2016-17,India,29,KARNATAKA,2016,542,"Agriculture Year (Jul - Jun), 2016",KOLAR,1536401,480073,1056328,776396,240965,535431,760005,239108,520897,333348,106290,227058,12095,386557,398651.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOLAR,2017-18,India,29,KARNATAKA,2017,542,"Agriculture Year (Jul - Jun), 2017",KOLAR,1536401,480073,1056328,776396,240965,535431,760005,239108,520897,333348,106290,227058,12095,386557,398651.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOLAR,2018-19,India,29,KARNATAKA,2018,542,"Agriculture Year (Jul - Jun), 2018",KOLAR,1536401,480073,1056328,776396,240965,535431,760005,239108,520897,333348,106290,227058,12095,386557,398651.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOLAR,2019-20,India,29,KARNATAKA,2019,542,"Agriculture Year (Jul - Jun), 2019",KOLAR,1536401,480073,1056328,776396,240965,535431,760005,239108,520897,333348,106290,227058,12095,386557,398651.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2011-12,India,29,KARNATAKA,2011,543,"Agriculture Year (Jul - Jun), 2011",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2012-13,India,29,KARNATAKA,2012,543,"Agriculture Year (Jul - Jun), 2012",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2013-14,India,29,KARNATAKA,2013,543,"Agriculture Year (Jul - Jun), 2013",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2014-15,India,29,KARNATAKA,2014,543,"Agriculture Year (Jul - Jun), 2014",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2015-16,India,29,KARNATAKA,2015,543,"Agriculture Year (Jul - Jun), 2015",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2016-17,India,29,KARNATAKA,2016,543,"Agriculture Year (Jul - Jun), 2016",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2017-18,India,29,KARNATAKA,2017,543,"Agriculture Year (Jul - Jun), 2017",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2018-19,India,29,KARNATAKA,2018,543,"Agriculture Year (Jul - Jun), 2018",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,KOPPAL,2019-20,India,29,KARNATAKA,2019,543,"Agriculture Year (Jul - Jun), 2019",KOPPAL,1389920,233704,1156216,699926,116968,582958,689994,116736,573258,264595,46847,217748,3686,552714,556399.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2011-12,India,29,KARNATAKA,2011,544,"Agriculture Year (Jul - Jun), 2011",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2012-13,India,29,KARNATAKA,2012,544,"Agriculture Year (Jul - Jun), 2012",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2013-14,India,29,KARNATAKA,2013,544,"Agriculture Year (Jul - Jun), 2013",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2014-15,India,29,KARNATAKA,2014,544,"Agriculture Year (Jul - Jun), 2014",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2015-16,India,29,KARNATAKA,2015,544,"Agriculture Year (Jul - Jun), 2015",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2016-17,India,29,KARNATAKA,2016,544,"Agriculture Year (Jul - Jun), 2016",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2017-18,India,29,KARNATAKA,2017,544,"Agriculture Year (Jul - Jun), 2017",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2018-19,India,29,KARNATAKA,2018,544,"Agriculture Year (Jul - Jun), 2018",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MANDYA,2019-20,India,29,KARNATAKA,2019,544,"Agriculture Year (Jul - Jun), 2019",MANDYA,1805769,308362,1497407,905085,153842,751243,900684,154520,746164,428625,73354,355271,5668,490370,496038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2011-12,India,29,KARNATAKA,2011,545,"Agriculture Year (Jul - Jun), 2011",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2012-13,India,29,KARNATAKA,2012,545,"Agriculture Year (Jul - Jun), 2012",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2013-14,India,29,KARNATAKA,2013,545,"Agriculture Year (Jul - Jun), 2013",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2014-15,India,29,KARNATAKA,2014,545,"Agriculture Year (Jul - Jun), 2014",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2015-16,India,29,KARNATAKA,2015,545,"Agriculture Year (Jul - Jun), 2015",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2016-17,India,29,KARNATAKA,2016,545,"Agriculture Year (Jul - Jun), 2016",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2017-18,India,29,KARNATAKA,2017,545,"Agriculture Year (Jul - Jun), 2017",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2018-19,India,29,KARNATAKA,2018,545,"Agriculture Year (Jul - Jun), 2018",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,MYSORE,2019-20,India,29,KARNATAKA,2019,545,"Agriculture Year (Jul - Jun), 2019",MYSURU,3001127,1245413,1755714,1511600,624100,887500,1489527,621313,868214,700968,294016,406952,20777,611370,632147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2011-12,India,29,KARNATAKA,2011,546,"Agriculture Year (Jul - Jun), 2011",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2012-13,India,29,KARNATAKA,2012,546,"Agriculture Year (Jul - Jun), 2012",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2013-14,India,29,KARNATAKA,2013,546,"Agriculture Year (Jul - Jun), 2013",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2014-15,India,29,KARNATAKA,2014,546,"Agriculture Year (Jul - Jun), 2014",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2015-16,India,29,KARNATAKA,2015,546,"Agriculture Year (Jul - Jun), 2015",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2016-17,India,29,KARNATAKA,2016,546,"Agriculture Year (Jul - Jun), 2016",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2017-18,India,29,KARNATAKA,2017,546,"Agriculture Year (Jul - Jun), 2017",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2018-19,India,29,KARNATAKA,2018,546,"Agriculture Year (Jul - Jun), 2018",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,RAICHUR,2019-20,India,29,KARNATAKA,2019,546,"Agriculture Year (Jul - Jun), 2019",RAICHUR,1928812,490348,1438464,964511,246539,717972,964301,243809,720492,363853,96268,267585,11241,829975,841216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2011-12,India,29,KARNATAKA,2011,547,"Agriculture Year (Jul - Jun), 2011",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2012-13,India,29,KARNATAKA,2012,547,"Agriculture Year (Jul - Jun), 2012",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2013-14,India,29,KARNATAKA,2013,547,"Agriculture Year (Jul - Jun), 2013",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2014-15,India,29,KARNATAKA,2014,547,"Agriculture Year (Jul - Jun), 2014",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2015-16,India,29,KARNATAKA,2015,547,"Agriculture Year (Jul - Jun), 2015",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2016-17,India,29,KARNATAKA,2016,547,"Agriculture Year (Jul - Jun), 2016",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2017-18,India,29,KARNATAKA,2017,547,"Agriculture Year (Jul - Jun), 2017",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2018-19,India,29,KARNATAKA,2018,547,"Agriculture Year (Jul - Jun), 2018",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,SHIMOGA,2019-20,India,29,KARNATAKA,2019,547,"Agriculture Year (Jul - Jun), 2019",SHIVAMOGGA,1752753,623727,1129026,877415,311594,565821,875338,312133,563205,406816,147360,259456,23792,809377,833169.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2011-12,India,29,KARNATAKA,2011,548,"Agriculture Year (Jul - Jun), 2011",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2012-13,India,29,KARNATAKA,2012,548,"Agriculture Year (Jul - Jun), 2012",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2013-14,India,29,KARNATAKA,2013,548,"Agriculture Year (Jul - Jun), 2013",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2014-15,India,29,KARNATAKA,2014,548,"Agriculture Year (Jul - Jun), 2014",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2015-16,India,29,KARNATAKA,2015,548,"Agriculture Year (Jul - Jun), 2015",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2016-17,India,29,KARNATAKA,2016,548,"Agriculture Year (Jul - Jun), 2016",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2017-18,India,29,KARNATAKA,2017,548,"Agriculture Year (Jul - Jun), 2017",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2018-19,India,29,KARNATAKA,2018,548,"Agriculture Year (Jul - Jun), 2018",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,TUMKUR,2019-20,India,29,KARNATAKA,2019,548,"Agriculture Year (Jul - Jun), 2019",TUMAKURU,2678980,599078,2079902,1350594,301884,1048710,1328386,297194,1031192,640081,142560,497521,12814,1.04775e+06,1060563.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Karnataka,UDUPI,2011-12,India,29,KARNATAKA,2011,549,"Agriculture Year (Jul - Jun), 2011",UDUPI,1177361,334061,843300,562131,163284,398847,615230,170777,444453,253078,75549,177529,24367,331396,355763.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
